venue,innings,batting_team,bowling_team,runs_6overs,wickets,avg_rating_bats,avg_rating_bowls
Wankhede Stadium,2,Mumbai Indians,Deccan Chargers,31,39,7.8125,8.833333333333334
MA Chidambaram Stadium,1,Chennai Super Kings,Kolkata Knight Riders,43,37,8.125,9.5
MA Chidambaram Stadium,2,Kolkata Knight Riders,Chennai Super Kings,37,42,8.0,8.583333333333334
Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,56,37,7.75,9.375
Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,61,36,8.5,8.875
Barabati Stadium,1,Deccan Chargers,Pune Warriors,33,36,8.0,9.125
Barabati Stadium,2,Pune Warriors,Deccan Chargers,48,36,7.833333333333333,8.8125
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,33,36,8.25,9.333333333333334
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,53,37,7.75,9.0
Maharashtra Cricket Association Stadium,1,Mumbai Indians,Pune Warriors,42,37,7.875,9.4
Maharashtra Cricket Association Stadium,2,Pune Warriors,Mumbai Indians,37,37,8.25,8.75
MA Chidambaram Stadium,1,Chennai Super Kings,Deccan Chargers,56,37,8.333333333333334,8.875
MA Chidambaram Stadium,2,Deccan Chargers,Chennai Super Kings,47,36,8.0,9.0625
"Punjab Cricket Association Stadium, Mohali",1,Rajasthan Royals,Punjab Kings,64,38,7.833333333333333,9.333333333333334
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Rajasthan Royals,33,39,7.8125,8.75
Eden Gardens,1,Kolkata Knight Riders,Pune Warriors,68,41,8.25,9.375
Eden Gardens,2,Pune Warriors,Kolkata Knight Riders,45,40,8.125,8.75
Wankhede Stadium,1,Chennai Super Kings,Mumbai Indians,52,38,8.25,9.125
Wankhede Stadium,2,Mumbai Indians,Chennai Super Kings,46,36,7.916666666666667,9.083333333333334
M Chinnaswamy Stadium,1,Deccan Chargers,Royal Challengers Bangalore,46,38,8.0,8.5
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Deccan Chargers,46,36,8.25,8.375
Arun Jaitley Stadium,1,Delhi Capitals,Kolkata Knight Riders,50,36,8.4375,9.1875
Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Capitals,60,37,8.25,9.375
Rajiv Gandhi International Stadium,1,Punjab Kings,Deccan Chargers,51,38,7.75,8.0
Rajiv Gandhi International Stadium,2,Deccan Chargers,Punjab Kings,40,38,7.9375,9.0
Maharashtra Cricket Association Stadium,1,Pune Warriors,Rajasthan Royals,35,37,7.916666666666667,8.75
Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Pune Warriors,49,36,7.833333333333333,9.375
Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,25,37,7.8125,9.0
Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,35,36,8.25,9.5
Rajiv Gandhi International Stadium,1,Deccan Chargers,Delhi Capitals,33,36,7.875,9.0625
Rajiv Gandhi International Stadium,2,Delhi Capitals,Deccan Chargers,64,37,8.25,8.0
Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,28,37,7.8125,8.875
Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,36,40,8.0,9.166666666666666
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Pune Warriors,66,39,8.25,8.833333333333334
Maharashtra Cricket Association Stadium,2,Pune Warriors,Royal Challengers Bangalore,50,36,8.0,8.75
MA Chidambaram Stadium,1,Delhi Capitals,Chennai Super Kings,27,37,8.083333333333334,8.875
MA Chidambaram Stadium,2,Chennai Super Kings,Delhi Capitals,45,37,7.75,9.083333333333334
Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,49,36,7.833333333333333,9.5
Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,32,36,7.6875,9.333333333333334
"Punjab Cricket Association Stadium, Mohali",1,Deccan Chargers,Punjab Kings,47,37,8.25,9.0
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Deccan Chargers,44,37,7.75,8.625
Sawai Mansingh Stadium,1,Rajasthan Royals,Pune Warriors,45,37,7.833333333333333,9.0
Sawai Mansingh Stadium,2,Pune Warriors,Rajasthan Royals,33,37,8.083333333333334,9.166666666666666
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,40,41,8.0,9.5
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,32,40,7.7,9.0
Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,50,36,8.25,9.0
Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,51,37,7.75,9.125
Arun Jaitley Stadium,1,Punjab Kings,Delhi Capitals,47,36,7.8125,8.8125
Arun Jaitley Stadium,2,Delhi Capitals,Punjab Kings,37,37,8.166666666666666,9.166666666666666
Wankhede Stadium,1,Kolkata Knight Riders,Mumbai Indians,32,37,7.875,9.5
Wankhede Stadium,2,Mumbai Indians,Kolkata Knight Riders,26,37,7.75,9.5
Arun Jaitley Stadium,1,Royal Challengers Bangalore,Delhi Capitals,42,38,8.166666666666666,9.0625
Arun Jaitley Stadium,2,Delhi Capitals,Royal Challengers Bangalore,51,37,8.0,8.75
Himachal Pradesh Cricket Association Stadium,1,Chennai Super Kings,Punjab Kings,25,37,7.9375,9.333333333333334
Himachal Pradesh Cricket Association Stadium,2,Punjab Kings,Chennai Super Kings,43,38,8.25,9.083333333333334
Rajiv Gandhi International Stadium,1,Rajasthan Royals,Deccan Chargers,41,36,7.833333333333333,8.5625
Rajiv Gandhi International Stadium,2,Deccan Chargers,Rajasthan Royals,58,40,7.875,9.0
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,20,37,8.0,9.5
Himachal Pradesh Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,44,37,8.0,9.333333333333334
Maharashtra Cricket Association Stadium,1,Kolkata Knight Riders,Pune Warriors,27,36,8.0,9.125
Maharashtra Cricket Association Stadium,2,Pune Warriors,Kolkata Knight Riders,40,38,8.25,9.5
Rajiv Gandhi International Stadium,1,Deccan Chargers,Royal Challengers Bangalore,23,37,7.75,8.75
Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Deccan Chargers,40,37,8.0,8.75
Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,31,39,7.8125,9.5
Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,44,40,8.125,8.875
Maharashtra Cricket Association Stadium,1,Kolkata Knight Riders,Delhi Capitals,48,37,8.25,9.1875
Maharashtra Cricket Association Stadium,2,Delhi Capitals,Kolkata Knight Riders,49,38,8.25,9.5
M Chinnaswamy Stadium,1,Chennai Super Kings,Mumbai Indians,30,37,7.875,8.9375
M Chinnaswamy Stadium,2,Mumbai Indians,Chennai Super Kings,54,39,8.083333333333334,9.0
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,52,37,7.75,8.6875
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,46,38,8.4375,8.875
MA Chidambaram Stadium,1,Chennai Super Kings,Kolkata Knight Riders,54,37,7.75,9.5
MA Chidambaram Stadium,2,Kolkata Knight Riders,Chennai Super Kings,56,39,7.75,9.083333333333334
Eden Gardens,1,Delhi Capitals,Kolkata Knight Riders,45,38,8.0625,9.5
Eden Gardens,2,Kolkata Knight Riders,Delhi Capitals,46,37,7.75,9.5
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,31,38,8.1875,9.0625
M Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,38,36,7.875,9.0
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Pune Warriors,38,38,7.916666666666667,9.0
Rajiv Gandhi International Stadium,2,Pune Warriors,Sunrisers Hyderabad,27,37,8.125,9.333333333333334
Arun Jaitley Stadium,1,Rajasthan Royals,Delhi Capitals,45,38,7.75,9.375
Arun Jaitley Stadium,2,Delhi Capitals,Rajasthan Royals,39,37,8.083333333333334,9.25
MA Chidambaram Stadium,1,Mumbai Indians,Chennai Super Kings,41,37,7.8125,8.75
MA Chidambaram Stadium,2,Chennai Super Kings,Mumbai Indians,36,37,8.0,8.666666666666666
Rajiv Gandhi International Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,40,38,8.1875,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,37,39,7.75,8.916666666666666
Maharashtra Cricket Association Stadium,1,Pune Warriors,Punjab Kings,24,36,7.875,9.25
Maharashtra Cricket Association Stadium,2,Punjab Kings,Pune Warriors,56,37,8.25,9.083333333333334
Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,35,37,7.833333333333333,9.333333333333334
Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,40,40,7.6875,8.625
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,40,36,7.916666666666667,9.125
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,47,37,8.25,9.0
Wankhede Stadium,1,Mumbai Indians,Delhi Capitals,38,37,7.8125,9.5
Wankhede Stadium,2,Delhi Capitals,Mumbai Indians,46,37,8.0625,8.666666666666666
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Chennai Super Kings,43,36,8.1875,9.0
"Punjab Cricket Association Stadium, Mohali",2,Chennai Super Kings,Punjab Kings,38,37,7.75,9.25
M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,44,38,7.75,8.8125
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,43,38,8.25,9.083333333333334
Maharashtra Cricket Association Stadium,1,Rajasthan Royals,Pune Warriors,44,37,7.75,8.8125
Maharashtra Cricket Association Stadium,2,Pune Warriors,Rajasthan Royals,64,38,8.166666666666666,8.625
Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,29,36,8.25,9.0
Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,38,37,7.916666666666667,9.125
Wankhede Stadium,1,Mumbai Indians,Pune Warriors,48,37,7.875,8.65
Wankhede Stadium,2,Pune Warriors,Mumbai Indians,40,38,7.875,8.75
MA Chidambaram Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,33,37,8.25,9.416666666666666
MA Chidambaram Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,31,38,7.875,9.25
Sawai Mansingh Stadium,1,Punjab Kings,Rajasthan Royals,34,37,8.1,8.833333333333334
Sawai Mansingh Stadium,2,Rajasthan Royals,Punjab Kings,48,39,7.833333333333333,9.333333333333334
Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,48,36,7.875,9.0
Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,39,37,7.875,9.0
MA Chidambaram Stadium,1,Pune Warriors,Chennai Super Kings,48,37,8.125,9.083333333333334
MA Chidambaram Stadium,2,Chennai Super Kings,Pune Warriors,38,37,7.9375,9.0
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Kolkata Knight Riders,35,37,8.25,9.125
"Punjab Cricket Association Stadium, Mohali",2,Kolkata Knight Riders,Punjab Kings,45,36,7.6875,8.833333333333334
M Chinnaswamy Stadium,1,Delhi Capitals,Royal Challengers Bangalore,43,38,8.416666666666666,9.375
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Capitals,48,37,8.3125,9.5
Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Pune Warriors,25,38,7.916666666666667,9.083333333333334
Maharashtra Cricket Association Stadium,2,Pune Warriors,Sunrisers Hyderabad,41,36,8.0,9.333333333333334
Sawai Mansingh Stadium,1,Rajasthan Royals,Mumbai Indians,58,37,8.0,8.9375
Sawai Mansingh Stadium,2,Mumbai Indians,Rajasthan Royals,26,38,7.8125,8.666666666666666
Arun Jaitley Stadium,1,Chennai Super Kings,Delhi Capitals,39,37,8.0,9.375
Arun Jaitley Stadium,2,Delhi Capitals,Chennai Super Kings,32,40,8.166666666666666,9.0
Rajiv Gandhi International Stadium,1,Punjab Kings,Sunrisers Hyderabad,36,37,8.166666666666666,9.0
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Punjab Kings,33,36,7.916666666666667,9.166666666666666
M Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,31,36,7.8125,9.333333333333334
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,48,39,8.25,9.125
Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,47,37,8.5,9.0
Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,27,37,7.75,9.0
Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,24,36,7.9375,9.0
Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,60,37,8.5,9.5
"Punjab Cricket Association Stadium, Mohali",1,Pune Warriors,Punjab Kings,48,37,8.125,9.166666666666666
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Pune Warriors,55,36,8.125,8.75
MA Chidambaram Stadium,1,Rajasthan Royals,Chennai Super Kings,55,37,8.0,9.0625
MA Chidambaram Stadium,2,Chennai Super Kings,Rajasthan Royals,58,36,8.0,8.5
Arun Jaitley Stadium,1,Delhi Capitals,Punjab Kings,40,37,8.3125,8.583333333333334
Arun Jaitley Stadium,2,Punjab Kings,Delhi Capitals,56,37,8.1875,9.0
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Pune Warriors,62,38,8.25,9.125
M Chinnaswamy Stadium,2,Pune Warriors,Royal Challengers Bangalore,43,37,7.95,9.25
Eden Gardens,1,Kolkata Knight Riders,Mumbai Indians,61,38,8.166666666666666,8.75
Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,42,36,7.916666666666667,9.125
MA Chidambaram Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,40,38,7.95,8.916666666666666
MA Chidambaram Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,58,39,7.75,9.0
Eden Gardens,1,Punjab Kings,Kolkata Knight Riders,45,36,8.25,9.0
Eden Gardens,2,Kolkata Knight Riders,Punjab Kings,45,36,8.0,8.833333333333334
Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,29,37,7.928571428571429,9.166666666666666
Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,30,37,7.833333333333333,9.333333333333334
Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,52,37,7.916666666666667,9.375
Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,35,37,8.166666666666666,9.416666666666666
Shaheed Veer Narayan Singh International Stadium,1,Delhi Capitals,Pune Warriors,37,40,8.166666666666666,9.333333333333334
Shaheed Veer Narayan Singh International Stadium,2,Pune Warriors,Delhi Capitals,43,37,8.125,9.5
MA Chidambaram Stadium,1,Chennai Super Kings,Kolkata Knight Riders,67,37,8.0,9.4
MA Chidambaram Stadium,2,Kolkata Knight Riders,Chennai Super Kings,63,39,8.0,9.416666666666666
Wankhede Stadium,1,Mumbai Indians,Punjab Kings,36,37,7.916666666666667,9.25
Wankhede Stadium,2,Punjab Kings,Mumbai Indians,55,38,7.9375,9.416666666666666
Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,55,39,8.083333333333334,9.25
Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,45,37,7.833333333333333,9.0625
Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Pune Warriors,29,36,8.0,8.833333333333334
Maharashtra Cricket Association Stadium,2,Pune Warriors,Chennai Super Kings,46,38,7.875,8.8125
Shaheed Veer Narayan Singh International Stadium,1,Kolkata Knight Riders,Delhi Capitals,37,38,7.916666666666667,9.5
Shaheed Veer Narayan Singh International Stadium,2,Delhi Capitals,Kolkata Knight Riders,34,37,8.25,9.5
Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,41,39,7.9375,9.25
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,36,36,7.916666666666667,8.875
MA Chidambaram Stadium,1,Chennai Super Kings,Punjab Kings,36,36,8.166666666666666,8.833333333333334
MA Chidambaram Stadium,2,Punjab Kings,Chennai Super Kings,36,36,8.0,8.75
Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Pune Warriors,30,37,8.0,8.4375
Maharashtra Cricket Association Stadium,2,Pune Warriors,Royal Challengers Bangalore,39,38,7.916666666666667,9.0625
Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,34,40,7.9375,8.5
Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,48,38,7.75,8.833333333333334
Rajiv Gandhi International Stadium,1,Delhi Capitals,Sunrisers Hyderabad,26,37,8.166666666666666,9.333333333333334
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Capitals,41,37,8.083333333333334,9.25
Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,32,39,8.125,9.0
Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,32,37,7.875,8.166666666666666
Sawai Mansingh Stadium,1,Pune Warriors,Rajasthan Royals,61,39,8.125,8.875
Sawai Mansingh Stadium,2,Rajasthan Royals,Pune Warriors,53,38,7.75,9.0
"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Punjab Kings,58,36,8.0,8.625
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Royal Challengers Bangalore,41,37,7.8125,9.0625
Sawai Mansingh Stadium,1,Delhi Capitals,Rajasthan Royals,42,39,8.3125,9.125
Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Capitals,49,38,7.75,8.625
Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,41,39,8.125,9.083333333333334
Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,38,36,7.75,8.9375
Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,50,37,8.0,9.333333333333334
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,49,39,8.0625,8.916666666666666
"Punjab Cricket Association Stadium, Mohali",1,Punjab Kings,Rajasthan Royals,37,36,8.0,9.166666666666666
"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Punjab Kings,38,36,7.833333333333333,9.0
Maharashtra Cricket Association Stadium,1,Kolkata Knight Riders,Pune Warriors,50,38,7.75,8.75
Maharashtra Cricket Association Stadium,2,Pune Warriors,Kolkata Knight Riders,34,38,7.875,9.5
Arun Jaitley Stadium,1,Royal Challengers Bangalore,Delhi Capitals,40,38,8.0,9.125
Arun Jaitley Stadium,2,Delhi Capitals,Royal Challengers Bangalore,49,37,8.25,9.0625
Maharashtra Cricket Association Stadium,1,Pune Warriors,Mumbai Indians,36,37,7.9375,8.916666666666666
Maharashtra Cricket Association Stadium,2,Mumbai Indians,Pune Warriors,37,38,7.9375,9.0
"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Punjab Kings,37,37,7.9375,8.8125
"Punjab Cricket Association Stadium, Mohali",2,Punjab Kings,Sunrisers Hyderabad,41,36,8.0,9.333333333333334
Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,37,37,7.75,8.833333333333334
Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,24,36,7.85,8.625
JSCA International Stadium Complex,1,Royal Challengers Bangalore,Kolkata Knight Riders,22,37,8.0,9.0
JSCA International Stadium Complex,2,Kolkata Knight Riders,Royal Challengers Bangalore,31,37,8.0,9.0
Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,52,40,8.083333333333334,8.875
Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,39,37,7.916666666666667,9.333333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Punjab Kings,31,36,8.0,9.166666666666666
M Chinnaswamy Stadium,2,Punjab Kings,Royal Challengers Bangalore,46,39,7.916666666666667,9.083333333333334
MA Chidambaram Stadium,1,Chennai Super Kings,Delhi Capitals,47,37,7.75,9.0
MA Chidambaram Stadium,2,Delhi Capitals,Chennai Super Kings,49,37,8.125,8.625
Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,49,37,7.916666666666667,8.833333333333334
Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,29,37,7.85,9.375
JSCA International Stadium Complex,1,Pune Warriors,Kolkata Knight Riders,42,36,8.083333333333334,9.0
JSCA International Stadium Complex,2,Kolkata Knight Riders,Pune Warriors,33,39,7.95,9.1875
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Delhi Capitals,53,37,8.0,9.125
Himachal Pradesh Cricket Association Stadium,2,Delhi Capitals,Punjab Kings,21,36,8.2,9.333333333333334
Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,21,38,7.9,8.625
Rajiv Gandhi International Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,33,36,7.75,9.333333333333334
M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,76,37,8.25,9.0
M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,56,37,7.95,9.4
Himachal Pradesh Cricket Association Stadium,1,Punjab Kings,Mumbai Indians,35,37,7.9375,8.75
Himachal Pradesh Cricket Association Stadium,2,Mumbai Indians,Punjab Kings,51,37,7.9375,9.333333333333334
Maharashtra Cricket Association Stadium,1,Pune Warriors,Delhi Capitals,40,37,8.083333333333334,9.125
Maharashtra Cricket Association Stadium,2,Delhi Capitals,Pune Warriors,47,40,8.3125,9.125
Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,33,39,7.75,8.833333333333334
Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,45,37,8.25,9.083333333333334
Arun Jaitley Stadium,1,Chennai Super Kings,Mumbai Indians,47,36,7.75,8.875
Arun Jaitley Stadium,2,Mumbai Indians,Chennai Super Kings,56,37,7.916666666666667,8.75
Arun Jaitley Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,27,36,7.9375,8.833333333333334
Arun Jaitley Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,44,36,7.833333333333333,9.333333333333334
Eden Gardens,1,Rajasthan Royals,Mumbai Indians,42,37,7.75,8.75
Eden Gardens,2,Mumbai Indians,Rajasthan Royals,45,37,8.125,8.833333333333334
Eden Gardens,1,Mumbai Indians,Chennai Super Kings,34,36,7.85,8.75
Eden Gardens,2,Chennai Super Kings,Mumbai Indians,35,38,7.9,8.9375
Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mumbai Indians,31,39,7.916666666666667,9.0
Sheikh Zayed Stadium,2,Mumbai Indians,Kolkata Knight Riders,32,36,7.666666666666667,9.5
Sharjah Cricket Stadium,1,Delhi Capitals,Royal Challengers Bangalore,30,37,7.75,8.5
Sharjah Cricket Stadium,2,Royal Challengers Bangalore,Delhi Capitals,50,37,8.0,9.0625
Sheikh Zayed Stadium,1,Chennai Super Kings,Punjab Kings,70,40,8.25,9.1875
Sheikh Zayed Stadium,2,Punjab Kings,Chennai Super Kings,64,39,8.0,9.416666666666666
Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,41,39,8.25,9.166666666666666
Sheikh Zayed Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,30,37,7.9375,9.5
Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Capitals,31,41,8.0,9.333333333333334
Dubai International Cricket Stadium,2,Delhi Capitals,Kolkata Knight Riders,49,37,8.0,9.5
Dubai International Cricket Stadium,1,Mumbai Indians,Royal Challengers Bangalore,49,39,7.666666666666667,8.5
Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Mumbai Indians,30,36,7.95,8.75
Sharjah Cricket Stadium,1,Rajasthan Royals,Punjab Kings,54,38,7.916666666666667,9.1875
Sharjah Cricket Stadium,2,Punjab Kings,Rajasthan Royals,39,37,8.25,8.875
Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Capitals,34,37,8.333333333333334,9.0625
Sheikh Zayed Stadium,2,Delhi Capitals,Chennai Super Kings,24,36,7.75,9.416666666666666
Sharjah Cricket Stadium,1,Punjab Kings,Sunrisers Hyderabad,43,36,8.125,9.375
Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Punjab Kings,45,40,8.2,9.0625
Dubai International Cricket Stadium,1,Chennai Super Kings,Rajasthan Royals,51,37,8.25,9.166666666666666
Dubai International Cricket Stadium,2,Rajasthan Royals,Chennai Super Kings,38,37,7.9375,9.5
Sharjah Cricket Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,42,37,8.125,8.5
Sharjah Cricket Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,49,37,7.875,9.5
Dubai International Cricket Stadium,1,Mumbai Indians,Chennai Super Kings,31,36,7.8125,9.4375
Dubai International Cricket Stadium,2,Chennai Super Kings,Mumbai Indians,51,37,8.25,9.0
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,55,38,8.125,9.25
Dubai International Cricket Stadium,2,Delhi Capitals,Sunrisers Hyderabad,44,38,8.25,9.0
Sheikh Zayed Stadium,1,Punjab Kings,Kolkata Knight Riders,51,38,8.25,9.5
Sheikh Zayed Stadium,2,Kolkata Knight Riders,Punjab Kings,24,37,8.15,9.416666666666666
Sheikh Zayed Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,22,37,7.892857142857143,9.125
Sheikh Zayed Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,36,38,8.0,9.0
Sharjah Cricket Stadium,1,Mumbai Indians,Delhi Capitals,37,38,7.8125,9.0625
Sharjah Cricket Stadium,2,Delhi Capitals,Mumbai Indians,31,37,8.25,8.8125
Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,37,36,8.3125,9.4375
Sharjah Cricket Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,47,36,8.25,9.333333333333334
Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Punjab Kings,44,36,8.0,8.916666666666666
Dubai International Cricket Stadium,2,Punjab Kings,Royal Challengers Bangalore,33,38,8.25,8.75
Sheikh Zayed Stadium,1,Rajasthan Royals,Kolkata Knight Riders,45,39,8.083333333333334,9.5
Sheikh Zayed Stadium,2,Kolkata Knight Riders,Rajasthan Royals,33,38,7.75,9.2
Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,44,36,8.3125,9.333333333333334
Dubai International Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,32,38,7.8,9.0
JSCA International Stadium Complex,1,Chennai Super Kings,Kolkata Knight Riders,43,36,8.333333333333334,9.5
JSCA International Stadium Complex,2,Kolkata Knight Riders,Chennai Super Kings,39,37,8.083333333333334,9.2
Wankhede Stadium,1,Punjab Kings,Mumbai Indians,36,39,8.25,9.125
Wankhede Stadium,2,Mumbai Indians,Punjab Kings,49,38,7.8125,9.416666666666666
Arun Jaitley Stadium,1,Delhi Capitals,Rajasthan Royals,46,36,8.333333333333334,9.0
Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Capitals,38,38,8.083333333333334,9.25
M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,47,39,8.3125,8.6875
M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,36,38,8.125,9.5
Arun Jaitley Stadium,1,Delhi Capitals,Chennai Super Kings,46,37,8.125,9.416666666666666
Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Capitals,49,36,8.25,9.25
